Ccode,Dcode,Scode,EntityName
99,00000,0000000,California Department of Education
00,00000,0000000,State Board of Education
01,10017,0000000,Alameda County Office of Education
02,10025,0000000,Alpine County Office of Education
03,10033,0000000,Amador County Office of Education
04,10041,0000000,Butte County Office of Education
05,10058,0000000,Calaveras County Office of Education
06,10066,0000000,Colusa County Office of Education
07,10074,0000000,Contra Costa County Office of Education
08,10082,0000000,Del Norte County Office of Education
09,10090,0000000,El Dorado County Office of Education
10,10108,0000000,Fresno County Office of Education
11,10116,0000000,Glenn County Office of Education
12,10124,0000000,Humboldt County Office of Education
13,10132,0000000,Imperial County Office of Education
14,10140,0000000,Inyo County Office of Education
15,10157,0000000,Kern County Office of Education
16,10165,0000000,Kings County Office of Education
17,10173,0000000,Lake County Office of Education
18,10181,0000000,Lassen County Office of Education
19,10199,0000000,Los Angeles County Office of Education
20,10207,0000000,Madera County Superintendent of Schools
21,10215,0000000,Marin County Office of Education
22,10223,0000000,Mariposa County Office of Education
23,10231,0000000,Mendocino County Office of Education
24,10249,0000000,Merced County Office of Education
25,10256,0000000,Modoc County Office of Education
26,10264,0000000,Mono County Office of Education
27,10272,0000000,Monterey County Office of Education
28,10280,0000000,Napa County Office of Education
29,10298,0000000,Nevada County Office of Education
30,10306,0000000,Orange County Department of Education
31,10314,0000000,Placer County Office of Education
32,10322,0000000,Plumas County Office of Education
33,10330,0000000,Riverside County Office of Education
34,10348,0000000,Sacramento County Office of Education
35,10355,0000000,San Benito County Office of Education
36,10363,0000000,San Bernardino County Office of Education
37,10371,0000000,San Diego County Office of Education
38,10389,0000000,San Francisco County Office of Education
39,10397,0000000,San Joaquin County Office of Education
40,10405,0000000,San Luis Obispo County Office of Education
41,10413,0000000,San Mateo County Office of Education
42,10421,0000000,Santa Barbara County Office of Education
43,10439,0000000,Santa Clara County Office of Education
44,10447,0000000,Santa Cruz County Office of Education
45,10454,0000000,Shasta County Office of Education
46,10462,0000000,Sierra County Office of Education
47,10470,0000000,Siskiyou County Office of Education
48,10488,0000000,Solano County Office of Education
49,10496,0000000,Sonoma County Office of Education
50,10504,0000000,Stanislaus County Office of Education
51,10512,0000000,Sutter County Office of Education
52,10520,0000000,Tehama County Department of Education
53,10538,0000000,Trinity County Office of Education
54,10546,0000000,Tulare County Office of Education
55,10553,0000000,Tuolumne County Superintendent of Schools
56,10561,0000000,Ventura County Office of Education
57,10579,0000000,Yolo County Office of Education
58,10587,0000000,Yuba County Office of Education
01,61119,0000000,Alameda Unified
01,61127,0000000,Albany City Unified
01,61143,0000000,Berkeley Unified
01,61150,0000000,Castro Valley Unified
01,61168,0000000,Emery Unified
01,61176,0000000,Fremont Unified
01,61192,0000000,Hayward Unified
01,61200,0000000,Livermore Valley Joint Unified
01,61218,0000000,Mountain House Elementary
01,61234,0000000,Newark Unified
01,61242,0000000,New Haven Unified
01,61259,0000000,Oakland Unified
01,61275,0000000,Piedmont City Unified
01,61291,0000000,San Leandro Unified
01,61309,0000000,San Lorenzo Unified
01,75093,0000000,Dublin Unified
01,75101,0000000,Pleasanton Unified
01,75119,0000000,Sunol Glen Unified
01,77180,0000000,SBE - Latitude 37.8 High
02,61333,0000000,Alpine County Unified
03,73981,0000000,Amador County Unified
04,61382,0000000,Bangor Union Elementary
04,61408,0000000,Biggs Unified
04,61424,0000000,Chico Unified
04,61432,0000000,Durham Unified
04,61457,0000000,Golden Feather Union Elementary
04,61499,0000000,Manzanita Elementary
04,61507,0000000,Oroville City Elementary
04,61515,0000000,Oroville Union High
04,61523,0000000,Palermo Union Elementary
04,61531,0000000,Paradise Unified
04,61549,0000000,Thermalito Union Elementary
04,73379,0000000,Pioneer Union Elementary
04,75507,0000000,Gridley Unified
05,61556,0000000,Bret Harte Union High
05,61564,0000000,Calaveras Unified
05,61572,0000000,Mark Twain Union Elementary
05,61580,0000000,Vallecito Union Elementary
06,61598,0000000,Colusa Unified
06,61606,0000000,Maxwell Unified
06,61614,0000000,Pierce Joint Unified
06,61622,0000000,Williams Unified
07,61630,0000000,Acalanes Union High
07,61648,0000000,Antioch Unified
07,61655,0000000,Brentwood Union Elementary
07,61663,0000000,Byron Union Elementary
07,61671,0000000,Canyon Elementary
07,61697,0000000,John Swett Unified
07,61705,0000000,Knightsen Elementary
07,61713,0000000,Lafayette Elementary
07,61721,0000000,Liberty Union High
07,61739,0000000,Martinez Unified
07,61747,0000000,Moraga Elementary
07,61754,0000000,Mt. Diablo Unified
07,61762,0000000,Oakley Union Elementary
07,61770,0000000,Orinda Union Elementary
07,61788,0000000,Pittsburg Unified
07,61796,0000000,West Contra Costa Unified
07,61804,0000000,San Ramon Valley Unified
07,61812,0000000,Walnut Creek Elementary
07,77354,0000000,SBE - John Henry High
08,61820,0000000,Del Norte County Unified
09,61838,0000000,Buckeye Union Elementary
09,61846,0000000,Camino Union Elementary
09,61853,0000000,El Dorado Union High
09,61879,0000000,Gold Oak Union Elementary
09,61887,0000000,Gold Trail Union Elementary
09,61895,0000000,Indian Diggings Elementary
09,61903,0000000,Lake Tahoe Unified
09,61911,0000000,Latrobe Elementary
09,61929,0000000,Mother Lode Union Elementary
09,61945,0000000,Pioneer Union Elementary
09,61952,0000000,Placerville Union Elementary
09,61960,0000000,Pollock Pines Elementary
09,61978,0000000,Rescue Union Elementary
09,61986,0000000,Silver Fork Elementary
09,73783,0000000,Black Oak Mine Unified
10,61994,0000000,Alvina Elementary
10,62026,0000000,Big Creek Elementary
10,62042,0000000,Burrel Union Elementary
10,62109,0000000,Clay Joint Elementary
10,62117,0000000,Clovis Unified
10,62125,0000000,Coalinga-Huron Unified
10,62158,0000000,Fowler Unified
10,62166,0000000,Fresno Unified
10,62240,0000000,Kingsburg Elementary Charter
10,62257,0000000,Kingsburg Joint Union High
10,62265,0000000,Kings Canyon Joint Unified
10,62281,0000000,Laton Joint Unified
10,62323,0000000,Monroe Elementary (Lapsed 7/1/2024)
10,62331,0000000,Orange Center Elementary
10,62356,0000000,Pacific Union Elementary
10,62364,0000000,Parlier Unified
10,62372,0000000,Pine Ridge Elementary
10,62380,0000000,Raisin City Elementary
10,62414,0000000,Sanger Unified
10,62430,0000000,Selma Unified
10,62513,0000000,Washington Colony Elementary
10,62539,0000000,West Park Elementary
10,62547,0000000,Westside Elementary
10,73809,0000000,Firebaugh-Las Deltas Unified
10,73965,0000000,Central Unified
10,73999,0000000,Kerman Unified
10,75127,0000000,Mendota Unified
10,75234,0000000,Golden Plains Unified
10,75275,0000000,Sierra Unified
10,75408,0000000,Riverdale Joint Unified
10,75598,0000000,Caruthers Unified
10,76778,0000000,Washington Unified
11,62554,0000000,Capay Joint Union Elementary
11,62596,0000000,Lake Elementary
11,62638,0000000,Plaza Elementary
11,62646,0000000,Princeton Joint Unified
11,62653,0000000,Stony Creek Joint Unified
11,62661,0000000,Willows Unified
11,75481,0000000,Orland Joint Unified
11,76562,0000000,Hamilton Unified
12,62679,0000000,Arcata Elementary
12,62687,0000000,Northern Humboldt Union High
12,62695,0000000,Big Lagoon Union Elementary
12,62703,0000000,Blue Lake Union Elementary
12,62729,0000000,Bridgeville Elementary
12,62737,0000000,Cuddeback Union Elementary
12,62745,0000000,Cutten Elementary
12,62794,0000000,Fieldbrook Elementary
12,62810,0000000,Fortuna Union High
12,62828,0000000,Freshwater Elementary
12,62836,0000000,Garfield Elementary
12,62851,0000000,Green Point Elementary
12,62885,0000000,Hydesville Elementary
12,62893,0000000,Jacoby Creek Elementary
12,62901,0000000,Klamath-Trinity Joint Unified
12,62919,0000000,Kneeland Elementary
12,62927,0000000,Loleta Union Elementary
12,62935,0000000,Maple Creek Elementary
12,62950,0000000,Mckinleyville Union Elementary
12,62968,0000000,Orick Elementary
12,62976,0000000,Pacific Union Elementary
12,62984,0000000,Peninsula Union Elementary
12,63008,0000000,Rio Dell Elementary
12,63024,0000000,Scotia Union Elementary
12,63032,0000000,South Bay Union Elementary
12,63040,0000000,Southern Humboldt Joint Unified
12,63057,0000000,Trinidad Union Elementary
12,75374,0000000,Ferndale Unified
12,75382,0000000,Mattole Unified
12,75515,0000000,Eureka City Unified
12,76802,0000000,Fortuna Elementary
13,63073,0000000,Brawley Elementary
13,63081,0000000,Brawley Union High
13,63099,0000000,Calexico Unified
13,63107,0000000,Calipatria Unified
13,63115,0000000,Central Union High
13,63123,0000000,El Centro Elementary
13,63131,0000000,Heber Elementary
13,63149,0000000,Holtville Unified
13,63164,0000000,Imperial Unified
13,63172,0000000,Magnolia Union Elementary
13,63180,0000000,Mccabe Union Elementary
13,63198,0000000,Meadows Union Elementary
13,63206,0000000,Mulberry Elementary
13,63214,0000000,San Pasqual Valley Unified
13,63222,0000000,Seeley Union Elementary
13,63230,0000000,Westmorland Union Elementary
14,63248,0000000,Big Pine Unified
14,63271,0000000,Death Valley Unified
14,63289,0000000,Lone Pine Unified
14,63297,0000000,Owens Valley Unified
14,63305,0000000,Round Valley Joint Elementary
14,76687,0000000,Bishop Unified
15,63313,0000000,Arvin Union Elementary
15,63321,0000000,Bakersfield City Elementary
15,63339,0000000,Beardsley Elementary
15,63354,0000000,Blake Elementary
15,63362,0000000,Panama-Buena Vista Union Elementary
15,63370,0000000,Buttonwillow Union Elementary
15,63388,0000000,Caliente Union Elementary
15,63404,0000000,Delano Union Elementary
15,63412,0000000,Delano Joint Union High
15,63420,0000000,Di Giorgio Elementary
15,63438,0000000,Edison Elementary
15,63446,0000000,Elk Hills Elementary
15,63461,0000000,Fairfax Elementary
15,63479,0000000,Fruitvale Elementary
15,63487,0000000,General Shafter Elementary
15,63503,0000000,Greenfield Union
15,63529,0000000,Kern High
15,63545,0000000,Kernville Union Elementary
15,63552,0000000,Lakeside Union Elementary
15,63560,0000000,Lamont Elementary
15,63578,0000000,Richland Union Elementary
15,63586,0000000,Linns Valley-Poso Flat Union
15,63594,0000000,Lost Hills Union Elementary
15,63610,0000000,Maple Elementary
15,63628,0000000,Maricopa Unified
15,63651,0000000,Mckittrick Elementary
15,63669,0000000,Midway Elementary
15,63677,0000000,Mojave Unified
15,63685,0000000,Muroc Joint Unified
15,63693,0000000,Norris Elementary
15,63719,0000000,Pond Union Elementary
15,63750,0000000,Rosedale Union Elementary
15,63768,0000000,Semitropic Elementary
15,63776,0000000,Southern Kern Unified
15,63784,0000000,South Fork Union Elementary
15,63792,0000000,Standard Elementary
15,63800,0000000,Taft City Elementary
15,63818,0000000,Taft Union High
15,63826,0000000,Tehachapi Unified
15,63834,0000000,Vineland Elementary
15,63842,0000000,Wasco Union Elementary
15,63859,0000000,Wasco Union High
15,73544,0000000,Rio Bravo-Greeley Union Elementary
15,73742,0000000,Sierra Sands Unified
15,73908,0000000,Mcfarland Unified
15,75168,0000000,El Tejon Unified
16,63875,0000000,Armona Union Elementary
16,63883,0000000,Central Union Elementary
16,63891,0000000,Corcoran Joint Unified
16,63917,0000000,Hanford Elementary
16,63925,0000000,Hanford Joint Union High
16,63933,0000000,Island Union Elementary
16,63941,0000000,Kings River-Hardwick Union Elementary
16,63958,0000000,Kit Carson Union Elementary
16,63966,0000000,Lakeside Union Elementary
16,63974,0000000,Lemoore Union Elementary
16,63982,0000000,Lemoore Union High
16,63990,0000000,Pioneer Union Elementary
16,73932,0000000,Reef-Sunset Unified
17,64014,0000000,Kelseyville Unified
17,64022,0000000,Konocti Unified
17,64030,0000000,Lakeport Unified
17,64048,0000000,Lucerne Elementary
17,64055,0000000,Middletown Unified
17,76976,0000000,Upper Lake Unified
18,64089,0000000,Big Valley Joint Unified
18,64105,0000000,Janesville Union Elementary
18,64113,0000000,Johnstonville Elementary
18,64139,0000000,Lassen Union High
18,64162,0000000,Ravendale-Termo Elementary
18,64170,0000000,Richmond Elementary
18,64188,0000000,Shaffer Union Elementary
18,64196,0000000,Susanville Elementary
18,64204,0000000,Westwood Unified
18,75036,0000000,Fort Sage Unified
19,64212,0000000,ABC Unified
19,64246,0000000,Antelope Valley Union High
19,64261,0000000,Arcadia Unified
19,64279,0000000,Azusa Unified
19,64287,0000000,Baldwin Park Unified
19,64295,0000000,Bassett Unified
19,64303,0000000,Bellflower Unified
19,64311,0000000,Beverly Hills Unified
19,64329,0000000,Bonita Unified
19,64337,0000000,Burbank Unified
19,64345,0000000,Castaic Union Elementary
19,64352,0000000,Centinela Valley Union High
19,64378,0000000,Charter Oak Unified
19,64394,0000000,Claremont Unified
19,64436,0000000,Covina-Valley Unified
19,64444,0000000,Culver City Unified
19,64451,0000000,Downey Unified
19,64469,0000000,Duarte Unified
19,64477,0000000,Eastside Union Elementary
19,64485,0000000,East Whittier City Elementary
19,64501,0000000,El Monte City Elementary
19,64519,0000000,El Monte Union High
19,64527,0000000,El Rancho Unified
19,64535,0000000,El Segundo Unified
19,64550,0000000,Garvey Elementary
19,64568,0000000,Glendale Unified
19,64576,0000000,Glendora Unified
19,64584,0000000,Gorman Joint
19,64592,0000000,Hawthorne Elementary
19,64600,0000000,Hermosa Beach City Elementary
19,64626,0000000,Hughes-Elizabeth Lakes Union Elementary
19,64634,0000000,Inglewood Unified
19,64642,0000000,Keppel Union Elementary
19,64659,0000000,La Canada Unified
19,64667,0000000,Lancaster Elementary
19,64683,0000000,Las Virgenes Unified
19,64691,0000000,Lawndale Elementary
19,64709,0000000,Lennox Elementary
19,64717,0000000,Little Lake City Elementary
19,64725,0000000,Long Beach Unified
19,64733,0000000,Los Angeles Unified
19,64758,0000000,Los Nietos Elementary
19,64774,0000000,Lynwood Unified
19,64790,0000000,Monrovia Unified
19,64808,0000000,Montebello Unified
19,64816,0000000,Mountain View Elementary
19,64832,0000000,Newhall Elementary
19,64840,0000000,Norwalk-La Mirada Unified
19,64857,0000000,Palmdale Elementary
19,64865,0000000,Palos Verdes Peninsula Unified
19,64873,0000000,Paramount Unified
19,64881,0000000,Pasadena Unified
19,64907,0000000,Pomona Unified
19,64931,0000000,Rosemead Elementary
19,64964,0000000,San Marino Unified
19,64980,0000000,Santa Monica-Malibu Unified
19,64998,0000000,Saugus Union Elementary
19,65029,0000000,South Pasadena Unified
19,65037,0000000,South Whittier Elementary
19,65045,0000000,Sulphur Springs Union Elementary
19,65052,0000000,Temple City Unified
19,65060,0000000,Torrance Unified
19,65078,0000000,Valle Lindo Elementary
19,65094,0000000,West Covina Unified
19,65102,0000000,Westside Union Elementary
19,65110,0000000,Whittier City Elementary
19,65128,0000000,Whittier Union High
19,65136,0000000,William S. Hart Union High
19,65151,0000000,Wilsona Elementary
19,73437,0000000,Compton Unified
19,73445,0000000,Hacienda La Puente Unified
19,73452,0000000,Rowland Unified
19,73460,0000000,Walnut Valley Unified
19,75291,0000000,San Gabriel Unified
19,75309,0000000,Acton-Agua Dulce Unified
19,75333,0000000,Manhattan Beach Unified
19,75341,0000000,Redondo Beach Unified
19,75663,0000000,SBE - New West Charter
19,75713,0000000,Alhambra Unified
19,76869,0000000,Wiseburn Unified
19,76968,0000000,SBE - Academia Avance Charter
20,65177,0000000,Alview-Dairyland Union Elementary
20,65185,0000000,Bass Lake Joint Union Elementary
20,65193,0000000,Chowchilla Elementary
20,65201,0000000,Chowchilla Union High
20,65243,0000000,Madera Unified
20,65276,0000000,Raymond-Knowles Union Elementary
20,75580,0000000,Golden Valley Unified
20,75606,0000000,Chawanakee Unified
20,76414,0000000,Yosemite Unified
21,65300,0000000,Bolinas-Stinson Union Elementary
21,65318,0000000,Miller Creek Elementary
21,65334,0000000,Kentfield Elementary
21,65342,0000000,Laguna Joint Elementary
21,65359,0000000,Lagunitas Elementary
21,65367,0000000,Larkspur-Corte Madera
21,65391,0000000,Mill Valley Elementary
21,65409,0000000,Nicasio Elementary
21,65417,0000000,Novato Unified
21,65425,0000000,Reed Union Elementary
21,65433,0000000,Ross Elementary
21,65458,0000000,San Rafael City Elementary
21,65466,0000000,San Rafael City High
21,65474,0000000,Sausalito Marin City Elementary
21,65482,0000000,Tamalpais Union High
21,73361,0000000,Shoreline Unified
21,75002,0000000,Ross Valley Elementary
22,65532,0000000,Mariposa County Unified
23,65540,0000000,Anderson Valley Unified
23,65557,0000000,Arena Union Elementary
23,65565,0000000,Fort Bragg Unified
23,65573,0000000,Manchester Union Elementary
23,65581,0000000,Mendocino Unified
23,65599,0000000,Point Arena Joint Union High
23,65607,0000000,Round Valley Unified
23,65615,0000000,Ukiah Unified
23,65623,0000000,Willits Unified
23,73866,0000000,Potter Valley Community Unified
23,73916,0000000,Laytonville Unified
23,75218,0000000,Leggett Valley Unified
23,76349,0000000,"Arena Union Elementary/Point Arena Joint Union High "
24,65631,0000000,Atwater Elementary
24,65649,0000000,Ballico-Cressey Elementary
24,65680,0000000,El Nido Elementary
24,65698,0000000,Hilmar Unified
24,65722,0000000,Le Grand Union Elementary
24,65730,0000000,Le Grand Union High
24,65748,0000000,Livingston Union Elementary
24,65755,0000000,Los Banos Unified
24,65763,0000000,McSwain Union Elementary
24,65771,0000000,Merced City Elementary
24,65789,0000000,Merced Union High
24,65813,0000000,Plainsburg Union Elementary
24,65821,0000000,Planada Elementary
24,65839,0000000,Snelling-Merced Falls Union Elementary
24,65862,0000000,Weaver Union Elementary
24,65870,0000000,Winton Elementary
24,73619,0000000,Gustine Unified
24,73726,0000000,Merced River Union Elementary
24,75317,0000000,Dos Palos Oro Loma Joint Unified
24,75366,0000000,Delhi Unified
25,65896,0000000,Surprise Valley Joint Unified
25,73585,0000000,Modoc Joint Unified
25,73593,0000000,Tulelake Basin Joint Unified
26,73668,0000000,Eastern Sierra Unified
26,73692,0000000,Mammoth Unified
27,65961,0000000,Alisal Union Elementary
27,65979,0000000,Bradley Union Elementary
27,65987,0000000,Carmel Unified
27,65995,0000000,Chualar Union Elementary
27,66027,0000000,Graves Elementary
27,66035,0000000,Greenfield Union Elementary
27,66050,0000000,King City Union Elementary
27,66068,0000000,South Monterey County Joint Union High
27,66076,0000000,Lagunita Elementary
27,66084,0000000,Mission Union Elementary
27,66092,0000000,Monterey Peninsula Unified
27,66134,0000000,Pacific Grove Unified
27,66142,0000000,Salinas City Elementary
27,66159,0000000,Salinas Union High
27,66167,0000000,San Antonio Union Elementary
27,66175,0000000,San Ardo Union Elementary
27,66183,0000000,San Lucas Union Elementary
27,66191,0000000,Santa Rita Union Elementary
27,66225,0000000,Spreckels Union Elementary
27,66233,0000000,Washington Union Elementary
27,73825,0000000,North Monterey County Unified
27,75150,0000000,Big Sur Unified
27,75440,0000000,Soledad Unified
27,75473,0000000,Gonzales Unified
28,66241,0000000,Calistoga Joint Unified
28,66258,0000000,Howell Mountain Elementary
28,66266,0000000,Napa Valley Unified
28,66282,0000000,Pope Valley Union Elementary
28,66290,0000000,Saint Helena Unified
29,66316,0000000,Chicago Park Elementary
29,66324,0000000,Clear Creek Elementary
29,66332,0000000,Grass Valley Elementary
29,66340,0000000,Nevada City Elementary
29,66357,0000000,Nevada Joint Union High
29,66373,0000000,Pleasant Ridge Union Elementary
29,66407,0000000,Union Hill Elementary
29,66415,0000000,Twin Ridges Elementary
29,76877,0000000,Penn Valley Union Elementary
30,64766,0000000,Lowell Joint Elementary
30,66423,0000000,Anaheim Elementary
30,66431,0000000,Anaheim Union High
30,66449,0000000,Brea-Olinda Unified
30,66456,0000000,Buena Park Elementary
30,66464,0000000,Capistrano Unified
30,66472,0000000,Centralia Elementary
30,66480,0000000,Cypress Elementary
30,66498,0000000,Fountain Valley Elementary
30,66506,0000000,Fullerton Elementary
30,66514,0000000,Fullerton Joint Union High
30,66522,0000000,Garden Grove Unified
30,66530,0000000,Huntington Beach City Elementary
30,66548,0000000,Huntington Beach Union High
30,66555,0000000,Laguna Beach Unified
30,66563,0000000,La Habra City Elementary
30,66589,0000000,Magnolia Elementary
30,66597,0000000,Newport-Mesa Unified
30,66613,0000000,Ocean View Elementary
30,66621,0000000,Orange Unified
30,66647,0000000,Placentia-Yorba Linda Unified
30,66670,0000000,Santa Ana Unified
30,66696,0000000,Savanna Elementary
30,66746,0000000,Westminster Elementary
30,73635,0000000,Saddleback Valley Unified
30,73643,0000000,Tustin Unified
30,73650,0000000,Irvine Unified
30,73924,0000000,Los Alamitos Unified
30,76893,0000000,SBE - Magnolia Science Academy Santa Ana
31,66761,0000000,Ackerman Charter
31,66779,0000000,Alta-Dutch Flat Union Elementary
31,66787,0000000,Auburn Union Elementary
31,66795,0000000,Colfax Elementary
31,66803,0000000,Dry Creek Joint Elementary
31,66829,0000000,Eureka Union Elementary
31,66837,0000000,Foresthill Union Elementary
31,66845,0000000,Loomis Union Elementary
31,66852,0000000,Newcastle Elementary
31,66886,0000000,Placer Hills Union Elementary
31,66894,0000000,Placer Union High
31,66910,0000000,Roseville City Elementary
31,66928,0000000,Roseville Joint Union High
31,66944,0000000,Tahoe-Truckee Unified
31,66951,0000000,Western Placer Unified
31,75085,0000000,Rocklin Unified
32,66969,0000000,Plumas Unified
33,66977,0000000,Alvord Unified
33,66985,0000000,Banning Unified
33,66993,0000000,Beaumont Unified
33,67033,0000000,Corona-Norco Unified
33,67041,0000000,Desert Center Unified
33,67058,0000000,Desert Sands Unified
33,67082,0000000,Hemet Unified
33,67090,0000000,Jurupa Unified
33,67116,0000000,Menifee Union Elementary
33,67124,0000000,Moreno Valley Unified
33,67157,0000000,Nuview Union Elementary
33,67173,0000000,Palm Springs Unified
33,67181,0000000,Palo Verde Unified
33,67199,0000000,Perris Elementary
33,67207,0000000,Perris Union High
33,67215,0000000,Riverside Unified
33,67231,0000000,Romoland Elementary
33,67249,0000000,San Jacinto Unified
33,73676,0000000,Coachella Valley Unified
33,75176,0000000,Lake Elsinore Unified
33,75192,0000000,Temecula Valley Unified
33,75200,0000000,Murrieta Valley Unified
33,75242,0000000,Val Verde Unified
34,67280,0000000,Arcohe Union Elementary
34,67314,0000000,Elk Grove Unified
34,67322,0000000,Elverta Joint Elementary
34,67330,0000000,Folsom-Cordova Unified
34,67348,0000000,Galt Joint Union Elementary
34,67355,0000000,Galt Joint Union High
34,67413,0000000,River Delta Joint Unified
34,67421,0000000,Robla Elementary
34,67439,0000000,Sacramento City Unified
34,67447,0000000,San Juan Unified
34,73973,0000000,Center Joint Unified
34,75283,0000000,Natomas Unified
34,76505,0000000,Twin Rivers Unified
35,67454,0000000,Bitterwater-Tully Elementary
35,67462,0000000,Cienega Union Elementary
35,67470,0000000,Hollister Elementary
35,67488,0000000,Jefferson Elementary
35,67504,0000000,North County Joint Union Elementary
35,67520,0000000,Panoche Elementary
35,67538,0000000,San Benito High
35,67553,0000000,Southside Elementary
35,67561,0000000,Tres Pinos Union Elementary
35,67579,0000000,Willow Grove Union Elementary
35,75259,0000000,Aromas - San Juan Unified
36,67587,0000000,Adelanto Elementary
36,67595,0000000,Alta Loma Elementary
36,67611,0000000,Barstow Unified
36,67637,0000000,Bear Valley Unified
36,67645,0000000,Central Elementary
36,67652,0000000,Chaffey Joint Union High
36,67678,0000000,Chino Valley Unified
36,67686,0000000,Colton Joint Unified
36,67694,0000000,Cucamonga Elementary
36,67702,0000000,Etiwanda Elementary
36,67710,0000000,Fontana Unified
36,67736,0000000,Helendale Elementary
36,67777,0000000,Morongo Unified
36,67785,0000000,Mountain View Elementary
36,67793,0000000,Mt. Baldy Joint Elementary
36,67801,0000000,Needles Unified
36,67819,0000000,Ontario-Montclair Elementary
36,67827,0000000,Oro Grande Elementary
36,67843,0000000,Redlands Unified
36,67850,0000000,Rialto Unified
36,67868,0000000,Rim of The World Unified
36,67876,0000000,San Bernardino City Unified
36,67892,0000000,Trona Joint Unified
36,67918,0000000,Victor Elementary
36,67934,0000000,Victor Valley Union High
36,67959,0000000,Yucaipa-Calimesa Joint Unified
36,73858,0000000,Baker Valley Unified
36,73890,0000000,Silver Valley Unified
36,73957,0000000,Snowline Joint Unified
36,75044,0000000,Hesperia Unified
36,75051,0000000,Lucerne Valley Unified
36,75069,0000000,Upland Unified
36,75077,0000000,Apple Valley Unified
37,67967,0000000,Alpine Union Elementary
37,67983,0000000,Borrego Springs Unified
37,67991,0000000,Cajon Valley Union Elementary
37,68007,0000000,Cardiff Elementary
37,68023,0000000,Chula Vista Elementary
37,68031,0000000,Coronado Unified
37,68049,0000000,Dehesa Elementary
37,68056,0000000,Del Mar Union Elementary
37,68080,0000000,Encinitas Union Elementary
37,68098,0000000,Escondido Union Elementary
37,68106,0000000,Escondido Union High
37,68114,0000000,Fallbrook Union Elementary
37,68122,0000000,Fallbrook Union High
37,68130,0000000,Grossmont Union High
37,68155,0000000,Jamul-Dulzura Union Elementary
37,68163,0000000,Julian Union Elementary
37,68171,0000000,Julian Union High
37,68189,0000000,Lakeside Union Elementary
37,68197,0000000,La Mesa-Spring Valley
37,68205,0000000,Lemon Grove Elementary
37,68213,0000000,Mountain Empire Unified
37,68221,0000000,National Elementary
37,68296,0000000,Poway Unified
37,68304,0000000,Ramona City Unified
37,68312,0000000,Rancho Santa Fe Elementary
37,68338,0000000,San Diego Unified
37,68346,0000000,San Dieguito Union High
37,68353,0000000,San Pasqual Union Elementary
37,68361,0000000,Santee Elementary
37,68379,0000000,San Ysidro Elementary
37,68387,0000000,Solana Beach Elementary
37,68395,0000000,South Bay Union Elementary
37,68403,0000000,Spencer Valley Elementary
37,68411,0000000,Sweetwater Union High
37,68437,0000000,Vallecitos Elementary
37,68452,0000000,Vista Unified
37,73551,0000000,Carlsbad Unified
37,73569,0000000,Oceanside Unified
37,73791,0000000,San Marcos Unified
37,75416,0000000,Warner Unified
37,75614,0000000,Valley Center-Pauma Unified
37,76471,0000000,SBC - High Tech High
37,76851,0000000,Bonsall Unified
37,77099,0000000,SBE - Altus Schools East County
37,77107,0000000,SBE - Altus Schools South Bay
37,77156,0000000,SBE - Vista Springs Charter
37,77164,0000000,SBE - College Preparatory Middle
37,77172,0000000,SBE - Baypoint Preparatory Academy San Diego
38,68478,0000000,San Francisco Unified
38,76927,0000000,SBE - The New School of San Francisco
38,77131,0000000,SBE - KIPP Bayview Elementary
39,68502,0000000,Escalon Unified
39,68544,0000000,Jefferson Elementary
39,68569,0000000,Lincoln Unified
39,68577,0000000,Linden Unified
39,68585,0000000,Lodi Unified
39,68593,0000000,Manteca Unified
39,68619,0000000,New Hope Elementary
39,68627,0000000,New Jerusalem Elementary
39,68635,0000000,Oak View Union Elementary
39,68650,0000000,Ripon Unified
39,68676,0000000,Stockton Unified
39,75499,0000000,Tracy Joint Unified
39,76760,0000000,Lammersville Joint Unified
39,77388,0000000,Banta Unified
40,68700,0000000,Atascadero Unified
40,68726,0000000,Cayucos Elementary
40,68759,0000000,Lucia Mar Unified
40,68791,0000000,Pleasant Valley Joint Union Elementary
40,68809,0000000,San Luis Coastal Unified
40,68825,0000000,San Miguel Joint Union Elementary
40,68833,0000000,Shandon Joint Unified
40,68841,0000000,Templeton Unified
40,75457,0000000,Paso Robles Joint Unified
40,75465,0000000,Coast Unified
41,68858,0000000,Bayshore Elementary
41,68866,0000000,Belmont-Redwood Shores Elementary
41,68874,0000000,Brisbane Elementary
41,68882,0000000,Burlingame Elementary
41,68890,0000000,Cabrillo Unified
41,68908,0000000,Hillsborough City Elementary
41,68916,0000000,Jefferson Elementary
41,68924,0000000,Jefferson Union High
41,68932,0000000,Pacifica Elementary
41,68940,0000000,La Honda-Pescadero Unified
41,68957,0000000,Las Lomitas Elementary
41,68965,0000000,Menlo Park City Elementary
41,68973,0000000,Millbrae Elementary
41,68981,0000000,Portola Valley Elementary
41,68999,0000000,Ravenswood City Elementary
41,69005,0000000,Redwood City Elementary
41,69013,0000000,San Bruno Park Elementary
41,69021,0000000,San Carlos Elementary
41,69039,0000000,San Mateo-Foster City Elementary
41,69047,0000000,San Mateo Union High
41,69062,0000000,Sequoia Union High
41,69070,0000000,South San Francisco Unified
41,69088,0000000,Woodside Elementary
42,69104,0000000,Ballard Elementary
42,69112,0000000,Blochman Union Elementary
